order_id,order_date,region,category,segment,sales_amount,discount_rate,quantity,profit,customer_rating
ORD-100309,2024-06-09,South,Seasonal,Home Office,183.7,0.336,11,6.14,2.7
ORD-100310,2024-10-09,  north,Home & Kitchen,Consumer,273.05,0.126,5,31.4,4.4
ORD-100311,2024-09-16,Central,Home & Kitchen,Corporate,313.43,,10,,1.9
ORD-100312,2024-10-28,East,Furniture,Corporate,310.53,0.052,9,50.32,3.0
ORD-100313,2024-09-20,South,Furniture,Home Office,174.7,0.215,10,66.4,3.6
ORD-100314,2024-07-08,  north,Furniture,Home Office,377.88,0.171,6,35.14,2.6
ORD-100315,2024-05-14,Central,Furniture,Corporate,2851.71,0.222,11,14.43,2.5
ORD-100316,2024-06-25,West,Home & Kitchen,Consumer,104.28,0.078,9,11.43,4.5
ORD-100317,2024-03-01,West,Office Supplies,Home Office,196.24,0.055,2,53.0,2.9
ORD-100318,2024-03-23,Central,Electronics,Home Office,195.45,0.015,3,,1.2
ORD-100319,2024-12-04,North,Furniture,Corporate,247.39,0.007,10,63.88,5.0
ORD-100320,2024-12-03,South,Seasonal,Home Office,282.88,0.287,6,31.41,4.7
ORD-100321,2024-12-16,South,Home & Kitchen,Consumer,225.17,0.183,3,,2.9
ORD-100322,2024-11-04,North,Seasonal,Home Office,233.04,0.169,7,39.41,3.1
ORD-100323,2024-10-28,  north,Home & Kitchen,Consumer,233.64,0.276,7,51.5,1.5
ORD-100324,2024-12-29,North,Home & Kitchen,Home Office,192.4,0.143,2,48.12,3.1
ORD-100325,2024-05-13,West,Home & Kitchen,Corporate,211.63,0.149,10,59.38,2.1
ORD-100326,2024-05-09,Central,Office Supplies,Home Office,193.34,0.13,7,-0.61,3.9
ORD-100327,2024-07-24,Central,Home & Kitchen,Home Office,321.95,0.057,11,10.21,3.8
ORD-100328,2024-04-23,Central,Electronics,Home Office,1603.87,0.152,7,110.66,4.7
ORD-100329,2024-09-10,South,Seasonal,Home Office,155.15,0.271,5,,1.8
ORD-100330,2024-03-21,East,electronics,Corporate,270.25,0.126,11,9.95,2.6
ORD-100331,2024-10-25,East,Furniture,Home Office,167.17,0.1,4,26.35,2.8
ORD-100332,2024-02-29,East,Home & Kitchen,Home Office,243.64,0.176,5,46.64,3.8
ORD-100333,2024-10-27,West,Electronics,Corporate,350.63,0.161,2,36.83,2.5
ORD-100334,2024-12-24,South,Office Supplies,Consumer,263.58,0.124,7,24.45,3.7
ORD-100335,2024-12-15,South,electronics,Home Office,263.74,0.313,4,34.24,1.9
ORD-100336,2024-03-02,  north,Seasonal,Corporate,253.13,0.125,10,68.53,1.0
ORD-100337,2024-10-21,West,Furniture,Home Office,375.54,0.314,5,-14.07,2.6
ORD-100338,2024-12-17,West,Electronics,Home Office,250.04,0.011,9,29.28,2.8
ORD-100339,2024-10-07,East,electronics,Home Office,245.4,0.214,6,40.71,2.5
ORD-100340,2024-03-08,  north,Furniture,Consumer,194.99,0.098,5,45.16,4.2
ORD-100341,2024-08-03,  north,Home & Kitchen,Home Office,101.85,,6,24.86,4.1
ORD-100342,2024-08-31,North,electronics,Home Office,218.21,0.021,6,81.67,2.0
ORD-100343,2024-11-06,Central,Seasonal,Home Office,184.73,0.123,9,74.47,1.7
ORD-100344,2024-05-26,South,Furniture,Home Office,264.18,0.311,6,17.41,2.7
ORD-100345,2024-12-29,  north,electronics,Corporate,187.97,0.11,8,25.18,4.1
ORD-100346,2024-04-30,  north,Seasonal,Home Office,373.1,0.299,2,26.31,1.8
ORD-100347,2024-02-12,Central,Furniture,Consumer,221.39,0.27,11,,4.7
ORD-100348,2024-01-18,East,electronics,Corporate,205.54,0.184,9,58.82,4.7
ORD-100349,2024-10-15,  north,Seasonal,Home Office,208.88,0.16,5,40.15,4.6
ORD-100350,2024-09-24,South,Office Supplies,Corporate,192.95,,8,47.48,3.1
ORD-100351,2024-01-04,South,electronics,Home Office,214.52,0.279,7,12.72,2.6
ORD-100352,2024-11-09,  north,Office Supplies,Corporate,317.79,0.148,11,86.94,4.0
ORD-100353,2024-05-19,West,Furniture,Corporate,279.82,0.223,1,16.13,1.6
ORD-100354,2024-02-16,West,Furniture,Corporate,266.62,,7,43.8,2.2
ORD-100355,2024-01-29,West,Electronics,Home Office,336.12,0.295,8,-55.55,1.7
ORD-100356,2024-08-14,North,Furniture,Corporate,,0.25,2,31.13,3.1
ORD-100357,2024-10-08,East,electronics,Home Office,339.95,0.22,5,41.19,1.8
ORD-100358,2024-05-21,West,Furniture,Consumer,371.45,0.114,1,6.11,3.3
ORD-100359,2024-06-22,  north,Electronics,Consumer,205.56,0.175,6,2.32,3.6
ORD-100360,2024-08-12,North,Seasonal,Corporate,207.35,0.276,6,-5.66,3.9
ORD-100361,2024-10-05,  north,electronics,Corporate,249.9,0.172,10,53.52,4.7
ORD-100362,2024-11-22,  north,Furniture,Consumer,221.53,,10,41.19,4.4
ORD-100363,2024-09-11,South,Home & Kitchen,Corporate,259.62,0.136,6,23.13,2.6
ORD-100364,2024-02-24,North,Electronics,Home Office,234.26,0.063,11,57.14,4.3
ORD-100365,2024-04-16,North,electronics,Home Office,196.56,0.212,1,14.32,2.4
ORD-100366,2024-02-06,North,Furniture,Home Office,243.11,0.216,2,,1.4
ORD-100367,2024-10-12,North,Seasonal,Home Office,259.39,0.332,6,74.39,3.7
ORD-100368,2024-09-30,West,Office Supplies,Corporate,225.2,0.177,9,14.73,5.0
ORD-100369,2024-04-19,Central,Seasonal,Corporate,215.13,0.213,6,70.8,4.8
ORD-100370,2024-06-03,,Furniture,Consumer,173.86,0.181,6,54.78,1.1
ORD-100371,2024-01-20,South,Furniture,Corporate,303.46,0.324,6,3.71,4.6
ORD-100372,2024-06-15,South,electronics,Home Office,250.06,0.076,10,68.08,4.3
ORD-100373,2024-08-10,North,Furniture,Home Office,2772.14,0.323,11,69.26,4.4
ORD-100374,2024-06-16,South,Furniture,Consumer,352.2,0.112,11,26.57,3.9
ORD-100375,2024-03-08,West,Home & Kitchen,Home Office,182.05,0.101,1,65.31,3.2
ORD-100376,2024-07-21,South,Home & Kitchen,Home Office,243.64,0.168,9,75.16,2.0
ORD-100377,2024-06-27,East,Home & Kitchen,Home Office,374.74,0.235,1,67.61,4.1
ORD-100378,2024-04-29,East,Furniture,Home Office,286.06,0.154,2,69.33,1.4
ORD-100379,2024-02-26,West,Electronics,Corporate,433.79,0.005,4,69.59,4.0
ORD-100380,2024-12-08,,Home & Kitchen,Home Office,273.87,0.347,9,81.65,1.2
ORD-100381,2024-07-17,  north,Seasonal,Corporate,281.39,,2,,1.1
ORD-100382,2024-11-01,South,Furniture,Home Office,327.91,0.035,8,12.86,3.2
ORD-100383,2024-12-16,  north,Office Supplies,Consumer,244.68,,9,36.69,2.1
ORD-100384,2024-04-25,West,Seasonal,Consumer,307.13,0.33,2,53.8,3.9
ORD-100385,2024-06-08,East,electronics,Home Office,130.58,0.201,3,39.14,1.8
ORD-100386,2024-03-10,South,Seasonal,Home Office,314.36,0.247,3,73.65,2.3
ORD-100387,2024-07-30,East,electronics,Home Office,67.6,0.254,11,19.23,4.7
ORD-100388,2024-10-17,Central,Furniture,Consumer,229.29,0.214,11,96.55,1.1
ORD-100389,2024-07-17,South,Furniture,Consumer,372.18,0.227,4,69.99,1.1
ORD-100390,2024-02-03,West,Home & Kitchen,Corporate,251.27,0.346,6,39.8,4.5
ORD-100391,2024-10-19,Central,Seasonal,Home Office,314.28,0.252,1,24.43,3.1
ORD-100392,2024-09-21,North,Furniture,Corporate,960.86,0.257,8,61.82,2.6
ORD-100393,2024-03-13,  north,electronics,Consumer,199.58,0.019,9,97.98,1.5
ORD-100394,2024-10-29,South,electronics,Consumer,283.86,0.158,5,-24.57,2.3
ORD-100395,2024-02-13,West,Seasonal,Home Office,174.95,0.247,10,6.98,4.8
ORD-100396,2024-03-15,  north,Electronics,Corporate,193.37,0.231,5,65.28,2.2
ORD-100397,2024-05-09,,electronics,Corporate,260.16,0.071,9,12.61,4.2
ORD-100398,2024-01-04,Central,Office Supplies,Home Office,177.36,0.155,11,23.04,3.2
ORD-100399,2024-11-04,North,Electronics,Consumer,261.54,0.299,7,,5.0
ORD-100400,2024-10-23,North,Electronics,Corporate,284.6,0.197,6,65.83,2.5
ORD-100401,2024-05-20,West,Home & Kitchen,Consumer,228.31,0.047,4,52.74,3.4
ORD-100402,2024-12-27,Central,Office Supplies,Corporate,350.07,0.241,9,75.77,3.3
ORD-100403,2024-11-08,East,Furniture,Consumer,119.12,0.174,2,-3.01,1.1
ORD-100404,2024-10-13,South,Electronics,Home Office,221.74,0.145,4,34.34,3.8
ORD-100405,2024-07-21,Central,Electronics,Consumer,249.17,0.04,4,56.24,2.3
ORD-100406,2024-10-01,West,electronics,Home Office,187.27,0.169,1,83.15,4.3
ORD-100407,2024-06-30,South,Office Supplies,Consumer,210.78,0.24,6,90.9,4.9
ORD-100408,2024-12-27,  north,Electronics,Corporate,142.29,0.303,7,3.84,1.3
ORD-100409,2024-01-20,North,electronics,Home Office,305.22,0.061,1,24.82,4.2
ORD-100410,2024-02-20,Central,Seasonal,Consumer,288.27,0.109,4,35.24,3.9
ORD-100411,2024-02-14,North,Electronics,Home Office,,0.24,11,56.98,4.0
ORD-100412,2024-08-13,East,Furniture,Consumer,383.52,0.1,5,52.12,1.5
ORD-100413,2024-05-25,South,Electronics,Corporate,348.96,0.095,10,35.05,4.6
ORD-100414,2024-12-26,Central,Seasonal,Home Office,1916.37,0.03,8,42.56,3.5
ORD-100415,2024-08-26,North,Seasonal,Corporate,193.59,0.341,2,96.12,2.8
ORD-100416,2024-07-05,  north,Seasonal,Corporate,199.61,0.301,6,1.73,2.8
ORD-100417,2024-03-06,West,Seasonal,Consumer,339.22,0.269,6,51.44,3.2
ORD-100418,2024-09-03,East,Furniture,Home Office,311.23,0.085,10,55.97,2.7
ORD-100419,2024-12-30,West,Electronics,Home Office,352.74,0.234,10,40.18,2.9
ORD-100420,2024-07-13,  north,Seasonal,Consumer,110.17,0.038,2,,1.9
ORD-100421,2024-05-29,Central,electronics,Consumer,317.79,0.231,4,75.31,3.7
ORD-100422,2024-06-25,Central,Electronics,Home Office,207.75,0.152,9,80.63,2.6
ORD-100423,2024-07-02,East,Electronics,Consumer,296.46,0.246,7,,3.8
ORD-100424,2024-04-06,East,electronics,Consumer,194.88,0.232,5,61.19,5.0
ORD-100425,2024-03-10,  north,electronics,Corporate,,0.17,10,30.88,4.7
ORD-100426,2024-01-04,  north,Furniture,Home Office,187.05,0.079,9,21.91,2.1
ORD-100427,2024-02-10,  north,Home & Kitchen,Corporate,1440.63,0.203,8,27.5,3.1
ORD-100428,2024-10-03,East,Home & Kitchen,Consumer,141.39,0.234,6,38.98,3.1
ORD-100429,2024-05-30,North,Seasonal,Home Office,337.81,0.124,5,47.23,3.9
ORD-100430,2024-11-15,,electronics,Consumer,223.77,0.347,3,,3.0
ORD-100431,2024-03-30,  north,Furniture,Home Office,288.41,0.005,8,25.55,2.5
ORD-100432,2024-03-15,South,electronics,Corporate,313.13,0.012,7,91.75,2.0
ORD-100433,2024-02-29,,electronics,Corporate,143.98,0.225,8,60.69,2.2
ORD-100434,2024-08-10,,electronics,Corporate,246.77,0.166,11,-5.11,2.3
ORD-100435,2024-11-29,East,Office Supplies,Corporate,53.74,0.295,2,30.84,2.0
ORD-100436,2024-12-12,South,Office Supplies,Home Office,173.2,0.27,1,28.17,3.7
ORD-100437,2024-04-08,,Home & Kitchen,Consumer,256.09,0.077,1,40.95,4.8
ORD-100438,2024-03-07,  north,Home & Kitchen,Consumer,165.85,0.042,2,-2.46,3.8
ORD-100439,2024-12-07,East,Office Supplies,Consumer,248.12,0.097,2,78.64,2.1
ORD-100440,2024-04-12,South,Seasonal,Corporate,323.34,0.062,2,56.37,1.6
ORD-100441,2024-10-19,West,Electronics,Corporate,256.59,0.036,3,24.09,3.6
ORD-100442,2024-12-28,West,electronics,Corporate,272.22,,7,45.05,4.4
ORD-100443,2024-10-17,East,Office Supplies,Home Office,,0.286,5,-6.64,2.6
ORD-100444,2024-05-28,South,Home & Kitchen,Consumer,113.79,0.028,7,-10.97,3.6
ORD-100445,2024-04-07,South,Electronics,Home Office,225.95,0.31,10,73.44,2.0
ORD-100446,2024-01-09,,Electronics,Corporate,141.34,0.284,1,79.24,2.6
ORD-100447,2024-04-29,North,Seasonal,Consumer,277.79,0.188,8,87.44,3.6
ORD-100448,2024-02-19,South,Home & Kitchen,Consumer,555.4,0.017,2,57.07,1.5
ORD-100449,2024-07-24,  north,Home & Kitchen,Home Office,158.49,0.293,3,21.69,2.3
ORD-100450,2024-07-08,West,Furniture,Home Office,1479.88,0.265,1,40.43,1.5
ORD-100451,2024-02-15,Central,Office Supplies,Corporate,278.86,,8,3.97,3.8
ORD-100452,2024-04-02,Central,Electronics,Home Office,281.1,0.214,5,86.26,2.4
ORD-100453,2024-10-03,West,Seasonal,Home Office,308.62,0.127,4,45.63,2.1
ORD-100454,2024-01-23,,Office Supplies,Corporate,299.44,0.062,4,95.23,2.7
ORD-100455,2024-01-15,North,Electronics,Consumer,176.9,0.324,8,91.82,3.4
ORD-100456,2024-07-30,West,Furniture,Consumer,225.53,0.114,8,62.74,3.3
ORD-100457,2024-04-09,East,Furniture,Corporate,330.66,0.131,3,55.75,1.1
ORD-100458,2024-05-31,  north,Home & Kitchen,Consumer,191.02,0.266,10,34.82,4.9
ORD-100459,2024-05-22,,electronics,Home Office,270.85,0.207,4,34.92,2.0
ORD-100460,2024-01-23,,electronics,Home Office,198.03,0.314,9,53.54,1.1
ORD-100461,2024-01-07,West,Furniture,Consumer,160.35,0.084,6,38.34,2.2
ORD-100462,2024-01-13,West,Furniture,Home Office,229.07,0.3,7,34.53,1.7
ORD-100463,2024-09-28,,electronics,Corporate,,0.135,10,14.58,3.2
ORD-100464,2024-12-11,North,Electronics,Corporate,288.85,0.019,6,-5.77,2.9
ORD-100465,2024-06-20,North,Seasonal,Corporate,323.92,0.271,10,52.28,4.5
ORD-100466,2024-01-28,East,electronics,Corporate,210.93,0.176,9,-3.0,3.1
ORD-100467,2024-12-20,North,Furniture,Corporate,340.26,0.217,2,77.89,1.3
ORD-100468,2024-04-14,  north,Electronics,Corporate,302.88,0.244,7,30.2,4.9
ORD-100469,2024-04-28,Central,Seasonal,Corporate,208.86,0.102,7,40.89,3.3
ORD-100470,2024-10-17,East,Furniture,Corporate,171.5,0.192,4,1.23,2.9
ORD-100471,2024-05-26,South,Seasonal,Home Office,2218.55,0.323,11,35.6,4.2
ORD-100472,2024-12-28,,Office Supplies,Corporate,271.11,0.129,3,57.69,2.5
ORD-100473,2024-08-22,South,Electronics,Home Office,203.83,0.175,9,40.57,4.9
ORD-100474,2024-03-16,  north,electronics,Corporate,188.86,0.343,2,85.92,3.9
ORD-100475,2024-02-17,Central,Seasonal,Consumer,285.5,0.294,10,35.35,3.1
ORD-100476,2024-09-19,West,Office Supplies,Home Office,276.67,0.237,10,-5.23,3.0
ORD-100477,2024-06-25,West,Home & Kitchen,Consumer,361.32,,4,60.34,3.9
ORD-100478,2024-07-31,Central,Home & Kitchen,Consumer,14.64,0.34,3,77.26,1.8
ORD-100479,2024-07-28,East,electronics,Consumer,91.19,0.265,9,54.58,2.8
ORD-100480,2024-06-03,East,electronics,Home Office,88.35,0.172,8,17.44,1.9
ORD-100481,2024-05-27,West,Seasonal,Home Office,261.85,0.043,4,28.23,1.1
ORD-100482,2024-05-12,West,Seasonal,Consumer,258.61,0.168,6,10.18,3.1
ORD-100483,2024-03-24,,Office Supplies,Corporate,112.41,0.307,11,18.6,4.6
ORD-100484,2024-02-18,South,Home & Kitchen,Corporate,209.11,0.268,6,64.52,4.3
ORD-100485,2024-01-07,East,Office Supplies,Corporate,223.1,0.203,7,21.7,2.4
ORD-100486,2024-09-26,  north,Home & Kitchen,Home Office,281.5,0.314,2,37.59,2.7
ORD-100487,2024-08-14,Central,Home & Kitchen,Corporate,,0.242,3,37.48,3.8
ORD-100488,2024-03-07,West,Seasonal,Consumer,394.47,0.079,2,54.9,1.1
ORD-100489,2024-05-09,,Office Supplies,Home Office,165.43,0.208,1,48.15,4.0
ORD-100490,2024-05-22,East,Office Supplies,Consumer,286.33,0.123,9,-21.05,4.1
ORD-100491,2024-05-24,Central,Electronics,Home Office,178.04,0.185,2,21.82,4.7
ORD-100492,2024-06-30,West,Furniture,Home Office,387.09,0.236,4,16.94,2.6
ORD-100493,2024-01-21,West,Electronics,Corporate,254.98,0.126,5,19.01,2.8
ORD-100494,2024-02-05,West,Seasonal,Corporate,239.42,0.345,3,-0.56,1.1
ORD-100495,2024-12-21,North,Seasonal,Consumer,195.2,0.042,2,5.19,2.5
ORD-100496,2024-10-24,  north,electronics,Corporate,266.82,0.149,8,64.04,3.7
ORD-100497,2024-04-28,South,Electronics,Consumer,475.35,0.043,1,17.62,4.3
ORD-100498,2024-02-09,Central,electronics,Corporate,231.37,0.106,4,45.08,2.2
ORD-100499,2024-08-08,North,electronics,Corporate,155.16,0.006,6,45.47,4.4
ORD-100500,2024-08-08,  north,electronics,Corporate,229.74,0.31,2,47.87,3.3
ORD-100501,2024-05-14,West,Home & Kitchen,Home Office,148.55,0.055,6,47.26,4.1
ORD-100502,2024-11-16,North,electronics,Corporate,243.88,0.283,6,55.43,2.6
ORD-100503,2024-02-28,North,Home & Kitchen,Corporate,306.14,0.241,1,52.8,2.8
ORD-100504,2024-07-12,East,Home & Kitchen,Consumer,317.75,0.206,8,15.58,1.4
ORD-100505,2024-08-11,  north,Electronics,Home Office,217.18,0.215,4,20.8,2.1
ORD-100506,2024-02-18,East,Electronics,Home Office,505.42,0.032,9,74.49,2.9
ORD-100507,2024-04-12,East,Home & Kitchen,Home Office,285.68,0.152,8,96.76,3.7
ORD-100508,2024-08-27,  north,Home & Kitchen,Home Office,92.28,0.175,7,26.78,4.7
ORD-100509,2024-08-10,North,Seasonal,Consumer,245.88,0.261,7,34.57,2.1
ORD-100510,2024-06-07,Central,electronics,Corporate,239.08,0.052,11,62.27,4.6
ORD-100511,2024-09-05,North,Electronics,Corporate,2137.87,0.226,10,67.86,2.2
ORD-100512,2024-03-12,Central,Seasonal,Home Office,433.6,0.139,2,74.07,3.1
ORD-100513,2024-06-09,Central,Seasonal,Corporate,343.14,0.083,4,-19.5,4.7
ORD-100514,2024-09-30,North,Office Supplies,Home Office,257.59,0.302,7,58.97,2.9
ORD-100515,2024-11-26,Central,Electronics,Home Office,251.48,0.129,11,69.19,4.2
ORD-100516,2024-12-16,South,electronics,Corporate,418.25,0.224,1,67.57,4.6
ORD-100517,2024-03-23,  north,Office Supplies,Home Office,77.1,0.082,7,96.63,4.2
ORD-100518,2024-08-04,North,Furniture,Home Office,245.08,0.324,5,57.12,3.0
ORD-100519,2024-11-24,West,Seasonal,Consumer,185.14,0.01,1,77.67,2.6
ORD-100520,2024-03-07,  north,electronics,Corporate,201.94,0.339,8,26.22,2.9
ORD-100521,2024-04-03,West,Home & Kitchen,Consumer,244.22,0.07,1,21.78,4.8
ORD-100522,2024-03-27,,Home & Kitchen,Corporate,352.25,0.069,10,24.89,2.0
ORD-100523,2024-08-20,West,Electronics,Consumer,314.94,0.152,4,60.25,1.8
ORD-100524,2024-05-24,South,electronics,Consumer,340.33,0.3,7,5.06,4.2
ORD-100525,2024-02-13,,Furniture,Corporate,465.09,0.204,7,59.74,3.7
ORD-100526,2024-04-30,East,Home & Kitchen,Home Office,221.32,0.021,10,-0.86,3.8
ORD-100527,2024-10-13,,Furniture,Corporate,253.05,0.235,3,42.11,3.0
ORD-100528,2024-01-23,West,Office Supplies,Home Office,398.59,0.05,6,18.92,4.7
ORD-100529,2024-06-10,West,Furniture,Home Office,216.36,0.11,11,105.1,3.5
ORD-100530,2024-02-29,West,Electronics,Corporate,201.87,0.057,6,52.15,5.0
ORD-100531,2024-05-25,South,Seasonal,Home Office,167.88,0.122,5,32.62,3.3
ORD-100532,2024-05-06,  north,Electronics,Corporate,,0.063,1,27.28,2.1
ORD-100533,2024-08-23,  north,electronics,Corporate,290.53,0.113,11,43.21,4.8
ORD-100534,2024-10-18,North,Seasonal,Corporate,242.84,0.114,6,43.19,4.2
ORD-100535,2024-07-23,South,Furniture,Corporate,246.08,0.084,7,7.27,2.1
ORD-100536,2024-12-16,East,Seasonal,Consumer,251.87,0.282,6,1.29,3.1
ORD-100537,2024-11-10,  north,electronics,Consumer,83.83,0.265,1,49.07,3.1
ORD-100538,2024-02-12,West,Electronics,Corporate,368.49,0.185,5,37.47,1.6
ORD-100539,2024-01-24,Central,electronics,Corporate,370.01,0.017,2,91.61,2.9
ORD-100540,2024-08-24,South,electronics,Consumer,222.84,0.006,2,-8.97,2.7
ORD-100541,2024-04-05,North,Seasonal,Home Office,230.36,0.283,5,20.02,4.5
ORD-100542,2024-11-04,East,Home & Kitchen,Home Office,1501.75,0.242,6,67.98,3.8
ORD-100543,2024-12-22,North,Furniture,Corporate,366.76,0.067,11,34.67,1.6
ORD-100544,2024-08-04,,Furniture,Consumer,257.93,0.269,8,102.56,4.9
ORD-100545,2024-01-05,  north,electronics,Corporate,93.96,0.292,8,55.6,3.9
ORD-100546,2024-12-13,West,Furniture,Home Office,166.18,0.207,1,23.4,3.1
ORD-100547,2024-11-26,  north,electronics,Consumer,188.5,0.166,3,57.3,2.2
ORD-100548,2024-12-02,East,Seasonal,Home Office,276.09,0.119,7,70.74,4.8
ORD-100549,2024-05-24,North,Seasonal,Corporate,309.65,0.296,3,6.11,1.7
ORD-100550,2024-01-10,East,Office Supplies,Home Office,301.71,0.082,3,74.05,1.7
ORD-100551,2024-09-06,East,Office Supplies,Consumer,310.1,0.079,9,17.57,2.1
ORD-100552,2024-08-22,North,Electronics,Home Office,321.25,0.324,10,82.35,4.1
ORD-100553,2024-05-29,Central,electronics,Home Office,1769.9,0.319,2,26.86,1.6
ORD-100554,2024-08-30,Central,Furniture,Consumer,153.04,,5,86.91,2.5
ORD-100555,2024-08-07,West,electronics,Home Office,252.3,0.148,11,16.64,2.4
ORD-100556,2024-03-25,West,Electronics,Home Office,2361.91,0.11,11,48.13,1.6
ORD-100557,2024-12-14,East,Seasonal,Home Office,53.1,0.34,6,7.64,4.6
ORD-100558,2024-10-05,Central,Seasonal,Corporate,314.73,0.156,6,46.21,4.6
ORD-100559,2024-03-05,Central,Office Supplies,Consumer,266.05,0.117,2,,3.0
ORD-100560,2024-06-04,Central,Electronics,Home Office,,0.189,1,70.32,4.4
ORD-100561,2024-01-03,South,Seasonal,Home Office,244.17,0.157,10,80.64,3.9
ORD-100562,2024-10-20,  north,electronics,Home Office,359.4,0.233,4,28.02,1.4
ORD-100563,2024-02-17,South,electronics,Consumer,197.96,0.149,8,42.98,1.3
ORD-100564,2024-08-13,West,Seasonal,Corporate,213.96,0.205,3,17.7,1.6
ORD-100565,2024-08-30,,Furniture,Home Office,337.95,0.041,6,78.87,4.7
ORD-100566,2024-06-05,East,Office Supplies,Corporate,364.89,0.183,1,84.83,4.2
ORD-100567,2024-03-03,North,Electronics,Corporate,2684.97,0.287,8,76.19,3.3
ORD-100568,2024-09-15,West,Seasonal,Corporate,92.67,0.212,3,19.13,4.5
ORD-100569,2024-12-09,  north,Office Supplies,Home Office,184.68,0.138,2,92.91,4.5
ORD-100570,2024-04-08,Central,Home & Kitchen,Consumer,222.31,0.043,10,7.32,3.1
ORD-100571,2024-12-27,Central,electronics,Consumer,1825.22,0.096,9,9.54,3.4
ORD-100572,2024-06-11,North,Electronics,Consumer,,0.145,9,50.27,1.7
ORD-100573,2024-06-15,  north,Electronics,Corporate,287.96,0.059,7,63.13,1.4
ORD-100574,2024-11-01,West,Home & Kitchen,Home Office,355.79,0.018,7,94.49,4.8
ORD-100575,2024-01-10,Central,Seasonal,Consumer,241.53,0.222,4,,4.1
ORD-100576,2024-03-13,South,Furniture,Home Office,225.97,0.175,7,32.34,4.8
ORD-100577,2024-01-31,West,Office Supplies,Home Office,228.01,0.229,5,42.02,4.4
ORD-100578,2024-10-15,North,electronics,Home Office,195.68,0.016,2,64.09,4.3
ORD-100579,2024-06-24,  north,electronics,Corporate,204.18,0.281,4,-63.82,3.6
ORD-100580,2024-11-07,North,Seasonal,Consumer,226.06,0.047,7,63.58,3.2
ORD-100581,2024-12-09,North,Office Supplies,Corporate,219.42,0.228,10,12.18,2.4
ORD-100582,2024-04-23,East,Seasonal,Home Office,,0.328,6,91.01,1.8
ORD-100583,2024-09-09,  north,Home & Kitchen,Consumer,295.34,0.339,1,6.56,1.8
ORD-100584,2024-10-16,Central,Home & Kitchen,Consumer,284.72,0.193,2,17.83,3.4
ORD-100585,2024-12-13,,Seasonal,Home Office,248.94,0.255,9,29.34,3.5
ORD-100586,2024-07-27,  north,Home & Kitchen,Corporate,1104.83,0.299,8,-11.35,2.4
ORD-100587,2024-04-09,Central,Electronics,Home Office,259.4,,4,-17.14,4.9
ORD-100588,2024-09-02,North,Home & Kitchen,Home Office,222.07,0.219,6,50.43,4.4
ORD-100589,2024-02-07,Central,electronics,Consumer,251.62,0.182,11,78.98,2.8
ORD-100590,2024-02-01,West,Electronics,Corporate,403.43,0.243,10,102.41,3.5
ORD-100591,2024-04-29,  north,Home & Kitchen,Consumer,360.23,0.034,8,63.13,2.5
ORD-100592,2024-06-17,North,Electronics,Consumer,296.12,0.274,10,-14.3,3.9
ORD-100593,2024-11-13,South,Furniture,Consumer,122.02,0.124,1,13.31,1.5
ORD-100594,2024-08-28,East,Office Supplies,Corporate,167.24,0.189,1,26.77,3.1
ORD-100595,2024-04-12,South,Electronics,Corporate,225.49,0.019,4,30.98,3.7
ORD-100596,2024-08-02,North,electronics,Consumer,172.93,0.337,8,-34.93,1.9
ORD-100597,2024-06-18,West,Furniture,Corporate,306.82,0.257,3,45.5,4.3
ORD-100598,2024-07-03,,Electronics,Consumer,261.27,0.154,4,45.18,2.1
ORD-100599,2024-05-14,North,Seasonal,Consumer,262.09,0.069,7,67.94,3.6
ORD-100600,2024-09-26,Central,electronics,Home Office,304.55,0.13,2,26.97,1.5
ORD-100601,2024-11-21,North,Home & Kitchen,Home Office,281.37,0.111,4,34.33,4.4
ORD-100602,2024-10-26,South,Seasonal,Consumer,237.57,0.044,8,61.36,4.2
ORD-100603,2024-04-01,East,Home & Kitchen,Home Office,213.65,0.131,8,33.0,3.9
ORD-100604,2024-04-13,South,electronics,Consumer,186.8,0.013,5,45.78,2.7
ORD-100605,2024-09-22,Central,Electronics,Corporate,216.48,0.263,9,57.24,3.5
ORD-100606,2024-04-29,North,Office Supplies,Consumer,169.69,0.134,5,60.08,4.4
ORD-100607,2024-04-12,  north,Office Supplies,Corporate,135.45,0.025,5,41.54,4.0
ORD-100608,2024-10-05,North,Office Supplies,Corporate,267.91,0.299,6,-12.58,4.1
ORD-100609,2024-03-17,South,Furniture,Home Office,182.84,0.179,4,62.39,2.9
ORD-100610,2024-04-06,  north,electronics,Consumer,110.22,0.277,8,39.77,2.8
ORD-100611,2024-06-30,West,electronics,Home Office,177.65,0.003,7,34.56,4.1
ORD-100612,2024-06-18,Central,Home & Kitchen,Home Office,225.35,0.049,7,,4.9
ORD-100613,2024-06-04,North,Seasonal,Home Office,272.6,0.199,3,73.63,1.1
ORD-100614,2024-12-03,West,Electronics,Corporate,215.37,0.099,9,12.78,1.0
ORD-100615,2024-07-18,South,Furniture,Consumer,168.6,0.146,5,103.3,2.7
ORD-100616,2024-05-21,South,electronics,Consumer,227.24,0.176,7,12.04,3.4
ORD-100617,2024-11-26,West,Office Supplies,Home Office,251.42,0.014,5,71.79,2.6
ORD-100618,2024-12-03,Central,Electronics,Corporate,319.35,0.151,1,-7.31,2.0
ORD-100619,2024-04-21,West,Home & Kitchen,Consumer,293.96,0.244,6,27.56,1.3
